Randomizer Version: 4.6.0
Random Seed: 8190105131538
Settings String: 321YQgEATL8AP8AAgEEAAIeAxgIFAAAFAA+AQABEgAAAAAABAAYMtkyAQAICTIGBAAyAAUAC0VtZXJhbGQgKFUp/oaDOOPDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
Set #80 - MT. PYRE Grass/Cave (rate=10)
EEVEE Lv27               HP 55  ATK 55  DEF 50  SPATK 45  SPDEF 65  SPEED 55 
EEVEE Lv28               HP 55  ATK 55  DEF 50  SPATK 45  SPDEF 65  SPEED 55 
EEVEE Lv26               HP 55  ATK 55  DEF 50  SPATK 45  SPDEF 65  SPEED 55 
EEVEE Lv25               HP 55  ATK 55  DEF 50  SPATK 45  SPDEF 65  SPEED 55 
EEVEE Lv29               HP 55  ATK 55  DEF 50  SPATK 45  SPDEF 65  SPEED 55 
EEVEE Lv24               HP 55  ATK 55  DEF 50  SPATK 45  SPDEF 65  SPEED 55 
EEVEE Lv23               HP 55  ATK 55  DEF 50  SPATK 45  SPDEF 65  SPEED 55 
EEVEE Lv22               HP 55  ATK 55  DEF 50  SPATK 45  SPDEF 65  SPEED 55 
SUDOWOODO Lv27           HP 70  ATK 100 DEF 115 SPATK 30  SPDEF 65  SPEED 30 
SUDOWOODO Lv27           HP 70  ATK 100 DEF 115 SPATK 30  SPDEF 65  SPEED 30 
SUDOWOODO Lv25           HP 70  ATK 100 DEF 115 SPATK 30  SPDEF 65  SPEED 30 
SUDOWOODO Lv29           HP 70  ATK 100 DEF 115 SPATK 30  SPDEF 65  SPEED 30 

Set #81 - MT. PYRE Grass/Cave (rate=10)
SKITTY Lv27              HP 50  ATK 45  DEF 45  SPATK 35  SPDEF 35  SPEED 50 
SKITTY Lv28              HP 50  ATK 45  DEF 45  SPATK 35  SPDEF 35  SPEED 50 
SKITTY Lv26              HP 50  ATK 45  DEF 45  SPATK 35  SPDEF 35  SPEED 50 
SKITTY Lv25              HP 50  ATK 45  DEF 45  SPATK 35  SPDEF 35  SPEED 50 
SKITTY Lv29              HP 50  ATK 45  DEF 45  SPATK 35  SPDEF 35  SPEED 50 
SKITTY Lv24              HP 50  ATK 45  DEF 45  SPATK 35  SPDEF 35  SPEED 50 
SKITTY Lv23              HP 50  ATK 45  DEF 45  SPATK 35  SPDEF 35  SPEED 50 
SKITTY Lv22              HP 50  ATK 45  DEF 45  SPATK 35  SPDEF 35  SPEED 50 
GIRAFARIG Lv27           HP 70  ATK 80  DEF 65  SPATK 90  SPDEF 65  SPEED 85 
GIRAFARIG Lv27           HP 70  ATK 80  DEF 65  SPATK 90  SPDEF 65  SPEED 85 
GIRAFARIG Lv25           HP 70  ATK 80  DEF 65  SPATK 90  SPDEF 65  SPEED 85 
GIRAFARIG Lv29           HP 70  ATK 80  DEF 65  SPATK 90  SPDEF 65  SPEED 85 

Set #82 - MT. PYRE Grass/Cave (rate=10)
FLAREON Lv27             HP 65  ATK 130 DEF 60  SPATK 95  SPDEF 110 SPEED 65 
FLAREON Lv28             HP 65  ATK 130 DEF 60  SPATK 95  SPDEF 110 SPEED 65 
FLAREON Lv26             HP 65  ATK 130 DEF 60  SPATK 95  SPDEF 110 SPEED 65 
FLAREON Lv25             HP 65  ATK 130 DEF 60  SPATK 95  SPDEF 110 SPEED 65 
FLAREON Lv29             HP 65  ATK 130 DEF 60  SPATK 95  SPDEF 110 SPEED 65 
FLAREON Lv24             HP 65  ATK 130 DEF 60  SPATK 95  SPDEF 110 SPEED 65 
FLAREON Lv23             HP 65  ATK 130 DEF 60  SPATK 95  SPDEF 110 SPEED 65 
FLAREON Lv22             HP 65  ATK 130 DEF 60  SPATK 95  SPDEF 110 SPEED 65 
DODRIO Lv27              HP 60  ATK 110 DEF 70  SPATK 60  SPDEF 60  SPEED 100
DODRIO Lv27              HP 60  ATK 110 DEF 70  SPATK 60  SPDEF 60  SPEED 100
DODRIO Lv25              HP 60  ATK 110 DEF 70  SPATK 60  SPDEF 60  SPEED 100
DODRIO Lv29              HP 60  ATK 110 DEF 70  SPATK 60  SPDEF 60  SPEED 100

Set #83 - MT. PYRE Grass/Cave (rate=10)
SEVIPER Lv27             HP 73  ATK 100 DEF 60  SPATK 100 SPDEF 60  SPEED 65 
SEVIPER Lv27             HP 73  ATK 100 DEF 60  SPATK 100 SPDEF 60  SPEED 65 
SEVIPER Lv28             HP 73  ATK 100 DEF 60  SPATK 100 SPDEF 60  SPEED 65 
SEVIPER Lv29             HP 73  ATK 100 DEF 60  SPATK 100 SPDEF 60  SPEED 65 
GEODUDE Lv29             HP 40  ATK 80  DEF 100 SPATK 30  SPDEF 30  SPEED 20 
GEODUDE Lv27             HP 40  ATK 80  DEF 100 SPATK 30  SPDEF 30  SPEED 20 
GEODUDE Lv29             HP 40  ATK 80  DEF 100 SPATK 30  SPDEF 30  SPEED 20 
GEODUDE Lv25             HP 40  ATK 80  DEF 100 SPATK 30  SPDEF 30  SPEED 20 
DELIBIRD Lv27            HP 45  ATK 55  DEF 45  SPATK 65  SPDEF 45  SPEED 75 
DELIBIRD Lv27            HP 45  ATK 55  DEF 45  SPATK 65  SPDEF 45  SPEED 75 
DELIBIRD Lv26            HP 45  ATK 55  DEF 45  SPATK 65  SPDEF 45  SPEED 75 
DELIBIRD Lv28            HP 45  ATK 55  DEF 45  SPATK 65  SPDEF 45  SPEED 75 

Set #84 - MT. PYRE Grass/Cave (rate=10)
CACTURNE Lv28            HP 70  ATK 115 DEF 60  SPATK 115 SPDEF 60  SPEED 55 
CACTURNE Lv29            HP 70  ATK 115 DEF 60  SPATK 115 SPDEF 60  SPEED 55 
CACTURNE Lv27            HP 70  ATK 115 DEF 60  SPATK 115 SPDEF 60  SPEED 55 
CACTURNE Lv26            HP 70  ATK 115 DEF 60  SPATK 115 SPDEF 60  SPEED 55 
CACTURNE Lv30            HP 70  ATK 115 DEF 60  SPATK 115 SPDEF 60  SPEED 55 
CACTURNE Lv25            HP 70  ATK 115 DEF 60  SPATK 115 SPDEF 60  SPEED 55 
CACTURNE Lv24            HP 70  ATK 115 DEF 60  SPATK 115 SPDEF 60  SPEED 55 
DEWGONG Lv28             HP 90  ATK 70  DEF 80  SPATK 70  SPDEF 95  SPEED 70 
DEWGONG Lv26             HP 90  ATK 70  DEF 80  SPATK 70  SPDEF 95  SPEED 70 
DEWGONG Lv30             HP 90  ATK 70  DEF 80  SPATK 70  SPDEF 95  SPEED 70 
AZURILL Lv28             HP 50  ATK 20  DEF 40  SPATK 20  SPDEF 40  SPEED 20 
AZURILL Lv28             HP 50  ATK 20  DEF 40  SPATK 20  SPDEF 40  SPEED 20 

Set #85 - GRANITE CAVE Grass/Cave (rate=10)
PARAS Lv7                HP 35  ATK 70  DEF 55  SPATK 45  SPDEF 55  SPEED 25 
SEAKING Lv8              HP 80  ATK 92  DEF 65  SPATK 65  SPDEF 80  SPEED 68 
SEAKING Lv7              HP 80  ATK 92  DEF 65  SPATK 65  SPDEF 80  SPEED 68 
PARAS Lv8                HP 35  ATK 70  DEF 55  SPATK 45  SPDEF 55  SPEED 25 
SEAKING Lv9              HP 80  ATK 92  DEF 65  SPATK 65  SPDEF 80  SPEED 68 
CYNDAQUIL Lv8            HP 39  ATK 52  DEF 43  SPATK 60  SPDEF 50  SPEED 65 
SEAKING Lv10             HP 80  ATK 92  DEF 65  SPATK 65  SPDEF 80  SPEED 68 
SEAKING Lv6              HP 80  ATK 92  DEF 65  SPATK 65  SPDEF 80  SPEED 68 
PIDGEOTTO Lv7            HP 63  ATK 60  DEF 55  SPATK 50  SPDEF 50  SPEED 71 
PIDGEOTTO Lv8            HP 63  ATK 60  DEF 55  SPATK 50  SPDEF 50  SPEED 71 
PIDGEOTTO Lv7            HP 63  ATK 60  DEF 55  SPATK 50  SPDEF 50  SPEED 71 
PIDGEOTTO Lv8            HP 63  ATK 60  DEF 55  SPATK 50  SPDEF 50  SPEED 71 

Set #86 - ROUTE 125 Surfing (rate=4)
MAROWAK Lvs 5-35         HP 60  ATK 80  DEF 110 SPATK 50  SPDEF 80  SPEED 45 
WAILORD Lvs 10-30        HP 170 ATK 90  DEF 45  SPATK 90  SPDEF 45  SPEED 60 
WAILORD Lvs 15-25        HP 170 ATK 90  DEF 45  SPATK 90  SPDEF 45  SPEED 60 
TENTACRUEL Lvs 25-30     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100
TENTACRUEL Lvs 25-30     HP 80  ATK 70  DEF 65  SPATK 80  SPDEF 120 SPEED 100

Set #87 - ROUTE 125 Fishing (rate=30)
RHYDON Lvs 5-10          HP 105 ATK 130 DEF 120 SPATK 45  SPDEF 45  SPEED 40 
BALTOY Lvs 5-10          HP 40  ATK 40  DEF 55  SPATK 40  SPDEF 70  SPEED 55 
RHYDON Lvs 10-30         HP 105 ATK 130 DEF 120 SPATK 45  SPDEF 45  SPEED 40 
BALTOY Lvs 10-30         HP 40  ATK 40  DEF 55  SPATK 40  SPDEF 70  SPEED 55 
CASTFORM Lvs 10-30       HP 70  ATK 70  DEF 70  SPATK 70  SPDEF 70  SPEED 70 
SLOWPOKE Lvs 30-35       HP 90  ATK 65  DEF 65  SPATK 40  SPDEF 40  SPEED 15 
CASTFORM Lvs 30-35       HP 70  ATK 70  DEF 70  SPATK 70  SPDEF 70  SPEED 70 
CASTFORM Lvs 25-30       HP 70  ATK 70  DEF 70  SPATK 70  SPDEF 70  SPEED 70 
CASTFORM Lvs 35-40       HP 70  ATK 70  DEF 70  SPATK 70  SPDEF 70  SPEED 70 
CASTFORM Lvs 40-45       HP 70  ATK 70  DEF 70  SPATK 70  SPDEF 70  SPEED 70 

Set #88 - ROUTE 126 Surfing (rate=4)
TORKOAL Lvs 5-35         HP 70  ATK 85  DEF 140 SPATK 85  SPDEF 70  SPEED 20 
MACHAMP Lvs 10-30        HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
MACHAMP Lvs 15-25        HP 90  ATK 130 DEF 80  SPATK 65  SPDEF 85  SPEED 55 
ELECTRODE Lvs 25-30      HP 60  ATK 50  DEF 70  SPATK 80  SPDEF 80  SPEED 140
ELECTRODE Lvs 25-30      HP 60  ATK 50  DEF 70  SPATK 80  SPDEF 80  SPEED 140

Set #89 - ROUTE 126 Fishing (rate=30)
SWALOT Lvs 5-10          HP 100 ATK 73  DEF 83  SPATK 73  SPDEF 83  SPEED 55 
RELICANTH Lvs 5-10       HP 100 ATK 90  DEF 130 SPATK 45  SPDEF 65  SPEED 55 
SWALOT Lvs 10-30         HP 100 ATK 73  DEF 83  SPATK 73  SPDEF 83  SPEED 55 
RELICANTH Lvs 10-30      HP 100 ATK 90  DEF 130 SPATK 45  SPDEF 65  SPEED 55 
TAILLOW Lvs 10-30        HP 40  ATK 55  DEF 30  SPATK 30  SPDEF 30  SPEED 85 
NIDOKING Lvs 30-35       HP 81  ATK 92  DEF 77  SPATK 85  SPDEF 75  SPEED 85 
TAILLOW Lvs 30-35        HP 40  ATK 55  DEF 30  SPATK 30  SPDEF 30  SPEED 85 
TAILLOW Lvs 25-30        HP 40  ATK 55  DEF 30  SPATK 30  SPDEF 30  SPEED 85 
TAILLOW Lvs 35-40        HP 40  ATK 55  DEF 30  SPATK 30  SPDEF 30  SPEED 85 
TAILLOW Lvs 40-45        HP 40  ATK 55  DEF 30  SPATK 30  SPDEF 30  SPEED 85 

Set #90 - ROUTE 127 Surfing (rate=4)
PIDGEOT Lvs 5-35         HP 83  ATK 80  DEF 75  SPATK 70  SPDEF 70  SPEED 91 
LOTAD Lvs 10-30          HP 40  ATK 30  DEF 30  SPATK 40  SPDEF 50  SPEED 30 
LOTAD Lvs 15-25          HP 40  ATK 30  DEF 30  SPATK 40  SPDEF 50  SPEED 30 
BRELOOM Lvs 25-30        HP 60  ATK 130 DEF 80  SPATK 60  SPDEF 60  SPEED 70 
BRELOOM Lvs 25-30        HP 60  ATK 130 DEF 80  SPATK 60  SPDEF 60  SPEED 70 

Set #91 - ROUTE 127 Fishing (rate=30)
GRAVELER Lvs 5-10        HP 55  ATK 95  DEF 115 SPATK 45  SPDEF 45  SPEED 35 
SENTRET Lvs 5-10         HP 35  ATK 46  DEF 34  SPATK 35  SPDEF 45  SPEED 20 
GRAVELER Lvs 10-30       HP 55  ATK 95  DEF 115 SPATK 45  SPDEF 45  SPEED 35 
SENTRET Lvs 10-30        HP 35  ATK 46  DEF 34  SPATK 35  SPDEF 45  SPEED 20 
SPINDA Lvs 10-30         HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
KADABRA Lvs 30-35        HP 40  ATK 35  DEF 30  SPATK 120 SPDEF 70  SPEED 105
SPINDA Lvs 30-35         HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lvs 25-30         HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lvs 35-40         HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lvs 40-45         HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 

Set #92 - ROUTE 128 Surfing (rate=4)
JIRACHI Lvs 5-35         HP 100 ATK 100 DEF 100 SPATK 100 SPDEF 100 SPEED 100
MISDREAVUS Lvs 10-30     HP 60  ATK 60  DEF 60  SPATK 85  SPDEF 85  SPEED 85 
MISDREAVUS Lvs 15-25     HP 60  ATK 60  DEF 60  SPATK 85  SPDEF 85  SPEED 85 
EXPLOUD Lvs 25-30        HP 104 ATK 91  DEF 63  SPATK 91  SPDEF 63  SPEED 68 
EXPLOUD Lvs 25-30        HP 104 ATK 91  DEF 63  SPATK 91  SPDEF 63  SPEED 68 

Set #93 - ROUTE 128 Fishing (rate=30)
DROWZEE Lvs 5-10         HP 60  ATK 48  DEF 45  SPATK 43  SPDEF 90  SPEED 42 
HORSEA Lvs 5-10          HP 30  ATK 40  DEF 70  SPATK 70  SPDEF 25  SPEED 60 
DROWZEE Lvs 10-30        HP 60  ATK 48  DEF 45  SPATK 43  SPDEF 90  SPEED 42 
VICTREEBEL Lvs 10-30     HP 80  ATK 105 DEF 65  SPATK 100 SPDEF 60  SPEED 70 
ARBOK Lvs 10-30          HP 60  ATK 85  DEF 69  SPATK 65  SPDEF 79  SPEED 80 
VICTREEBEL Lvs 30-35     HP 80  ATK 105 DEF 65  SPATK 100 SPDEF 60  SPEED 70 
ARBOK Lvs 30-35          HP 60  ATK 85  DEF 69  SPATK 65  SPDEF 79  SPEED 80 
SUNFLORA Lvs 30-35       HP 75  ATK 75  DEF 55  SPATK 105 SPDEF 85  SPEED 30 
ARBOK Lvs 35-40          HP 60  ATK 85  DEF 69  SPATK 65  SPDEF 79  SPEED 80 
ARBOK Lvs 40-45          HP 60  ATK 85  DEF 69  SPATK 65  SPDEF 79  SPEED 80 

Set #94 - ROUTE 129 Surfing (rate=4)
FLAREON Lvs 5-35         HP 65  ATK 130 DEF 60  SPATK 95  SPDEF 110 SPEED 65 
VOLBEAT Lvs 10-30        HP 65  ATK 73  DEF 55  SPATK 47  SPDEF 75  SPEED 85 
VOLBEAT Lvs 15-25        HP 65  ATK 73  DEF 55  SPATK 47  SPDEF 75  SPEED 85 
CHANSEY Lvs 25-30        HP 250 ATK 5   DEF 5   SPATK 35  SPDEF 105 SPEED 50 
MAGCARGO Lvs 25-30       HP 50  ATK 50  DEF 120 SPATK 80  SPDEF 80  SPEED 30 

Set #95 - ROUTE 129 Fishing (rate=30)
ARBOK Lvs 5-10           HP 60  ATK 85  DEF 69  SPATK 65  SPDEF 79  SPEED 80 
BELDUM Lvs 5-10          HP 40  ATK 55  DEF 80  SPATK 35  SPDEF 60  SPEED 30 
ARBOK Lvs 10-30          HP 60  ATK 85  DEF 69  SPATK 65  SPDEF 79  SPEED 80 
BELDUM Lvs 10-30         HP 40  ATK 55  DEF 80  SPATK 35  SPDEF 60  SPEED 30 
POLITOED Lvs 10-30       HP 90  ATK 75  DEF 75  SPATK 90  SPDEF 100 SPEED 70 
HOUNDOOM Lvs 30-35       HP 75  ATK 90  DEF 50  SPATK 110 SPDEF 80  SPEED 95 
POLITOED Lvs 30-35       HP 90  ATK 75  DEF 75  SPATK 90  SPDEF 100 SPEED 70 
POLITOED Lvs 25-30       HP 90  ATK 75  DEF 75  SPATK 90  SPDEF 100 SPEED 70 
POLITOED Lvs 35-40       HP 90  ATK 75  DEF 75  SPATK 90  SPDEF 100 SPEED 70 
POLITOED Lvs 40-45       HP 90  ATK 75  DEF 75  SPATK 90  SPDEF 100 SPEED 70 

Set #96 - ROUTE 130 Grass/Cave (rate=20)
SPINDA Lv30              HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lv35              HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lv25              HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lv40              HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lv20              HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lv45              HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lv15              HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lv50              HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lv10              HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lv5               HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lv10              HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 
SPINDA Lv5               HP 60  ATK 60  DEF 60  SPATK 60  SPDEF 60  SPEED 60 

Set #97 - ROUTE 130 Surfing (rate=4)
MEOWTH Lvs 5-35          HP 40  ATK 45  DEF 35  SPATK 40  SPDEF 40  SPEED 90 
OMANYTE Lvs 10-30        HP 35  ATK 40  DEF 100 SPATK 90  SPDEF 55  SPEED 35 
OMANYTE Lvs 15-25        HP 35  ATK 40  DEF 100 SPATK 90  SPDEF 55  SPEED 35 
SLOWPOKE Lvs 25-30       HP 90  ATK 65  DEF 65  SPATK 40  SPDEF 40  SPEED 15 
SLOWPOKE Lvs 25-30       HP 90  ATK 65  DEF 65  SPATK 40  SPDEF 40  SPEED 15 

Set #98 - ROUTE 130 Fishing (rate=30)
RAICHU Lvs 5-10          HP 60  ATK 90  DEF 55  SPATK 90  SPDEF 80  SPEED 100
GROVYLE Lvs 5-10         HP 50  ATK 65  DEF 45  SPATK 85  SPDEF 65  SPEED 95 
RAICHU Lvs 10-30         HP 60  ATK 90  DEF 55  SPATK 90  SPDEF 80  SPEED 100
GROVYLE Lvs 10-30        HP 50  ATK 65  DEF 45  SPATK 85  SPDEF 65  SPEED 95 
BELLOSSOM Lvs 10-30      HP 75  ATK 80  DEF 85  SPATK 90  SPDEF 100 SPEED 50 
MEDICHAM Lvs 30-35       HP 60  ATK 60  DEF 75  SPATK 60  SPDEF 75  SPEED 80 
BELLOSSOM Lvs 30-35      HP 75  ATK 80  DEF 85  SPATK 90  SPDEF 100 SPEED 50 
BELLOSSOM Lvs 25-30      HP 75  ATK 80  DEF 85  SPATK 90  SPDEF 100 SPEED 50 
BELLOSSOM Lvs 35-40      HP 75  ATK 80  DEF 85  SPATK 90  SPDEF 100 SPEED 50 
BELLOSSOM Lvs 40-45      HP 75  ATK 80  DEF 85  SPATK 90  SPDEF 100 SPEED 50 

Set #99 - ROUTE 131 Surfing (rate=4)
HUNTAIL Lvs 5-35         HP 55  ATK 104 DEF 105 SPATK 94  SPDEF 75  SPEED 52 
STARYU Lvs 10-30         HP 30  ATK 45  DEF 55  SPATK 70  SPDEF 55  SPEED 85 
STARYU Lvs 15-25         HP 30  ATK 45  DEF 55  SPATK 70  SPDEF 55  SPEED 85 
SWELLOW Lvs 25-30        HP 60  ATK 85  DEF 60  SPATK 50  SPDEF 50  SPEED 125
SWELLOW Lvs 25-30        HP 60  ATK 85  DEF 60  SPATK 50  SPDEF 50  SPEED 125

Set #100 - ROUTE 131 Fishing (rate=30)
PLUSLE Lvs 5-10          HP 60  ATK 50  DEF 40  SPATK 85  SPDEF 75  SPEED 95 
HOOTHOOT Lvs 5-10        HP 60  ATK 30  DEF 30  SPATK 36  SPDEF 56  SPEED 50 
PLUSLE Lvs 10-30         HP 60  ATK 50  DEF 40  SPATK 85  SPDEF 75  SPEED 95 
HOOTHOOT Lvs 10-30       HP 60  ATK 30  DEF 30  SPATK 36  SPDEF 56  SPEED 50 
HITMONLEE Lvs 10-30      HP 50  ATK 120 DEF 53  SPATK 35  SPDEF 110 SPEED 87 
ILLUMISE Lvs 30-35       HP 65  ATK 47  DEF 55  SPATK 73  SPDEF 75  SPEED 85 
HITMONLEE Lvs 30-35      HP 50  ATK 120 DEF 53  SPATK 35  SPDEF 110 SPEED 87 
HITMONLEE Lvs 25-30      HP 50  ATK 120 DEF 53  SPATK 35  SPDEF 110 SPEED 87 
HITMONLEE Lvs 35-40      HP 50  ATK 120 DEF 53  SPATK 35  SPDEF 110 SPEED 87 
HITMONLEE Lvs 40-45      HP 50  ATK 120 DEF 53  SPATK 35  SPDEF 110 SPEED 87 

Set #101 - ROUTE 132 Surfing (rate=4)
ARCANINE Lvs 5-35        HP 90  ATK 110 DEF 80  SPATK 100 SPDEF 80  SPEED 95 
HOUNDOOM Lvs 10-30       HP 75  ATK 90  DEF 50  SPATK 110 SPDEF 80  SPEED 95 
HOUNDOOM Lvs 15-25       HP 75  ATK 90  DEF 50  SPATK 110 SPDEF 80  SPEED 95 
DRAGONAIR Lvs 25-30      HP 61  ATK 84  DEF 65  SPATK 70  SPDEF 70  SPEED 70 
DRAGONAIR Lvs 25-30      HP 61  ATK 84  DEF 65  SPATK 70  SPDEF 70  SPEED 70 

Set #102 - ROUTE 132 Fishing (rate=30)
LOUDRED Lvs 5-10         HP 84  ATK 71  DEF 43  SPATK 71  SPDEF 43  SPEED 48 
SWELLOW Lvs 5-10         HP 60  ATK 85  DEF 60  SPATK 50  SPDEF 50  SPEED 125
LOUDRED Lvs 10-30        HP 84  ATK 71  DEF 43  SPATK 71  SPDEF 43  SPEED 48 
SWELLOW Lvs 10-30        HP 60  ATK 85  DEF 60  SPATK 50  SPDEF 50  SPEED 125
LOMBRE Lvs 10-30         HP 60  ATK 50  DEF 50  SPATK 60  SPDEF 70  SPEED 50 
MAREEP Lvs 30-35         HP 55  ATK 40  DEF 40  SPATK 65  SPDEF 45  SPEED 35 
LOMBRE Lvs 30-35         HP 60  ATK 50  DEF 50  SPATK 60  SPDEF 70  SPEED 50 
WHISMUR Lvs 25-30        HP 64  ATK 51  DEF 23  SPATK 51  SPDEF 23  SPEED 28 
LOMBRE Lvs 35-40         HP 60  ATK 50  DEF 50  SPATK 60  SPDEF 70  SPEED 50 
LOMBRE Lvs 40-45         HP 60  ATK 50  DEF 50  SPATK 60  SPDEF 70  SPEED 50 

Set #103 - ROUTE 133 Surfing (rate=4)
VIGOROTH Lvs 5-35        HP 80  ATK 80  DEF 80  SPATK 55  SPDEF 55  SPEED 90 
SKARMORY Lvs 10-30       HP 65  ATK 80  DEF 140 SPATK 40  SPDEF 70  SPEED 70 
SKARMORY Lvs 15-25       HP 65  ATK 80  DEF 140 SPATK 40  SPDEF 70  SPEED 70 
CLAYDOL Lvs 25-30        HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 
CLAYDOL Lvs 25-30        HP 60  ATK 70  DEF 105 SPATK 70  SPDEF 120 SPEED 75 

Set #104 - ROUTE 133 Fishing (rate=30)
GOLBAT Lvs 5-10          HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
JUMPLUFF Lvs 5-10        HP 75  ATK 55  DEF 70  SPATK 55  SPDEF 85  SPEED 110
GOLBAT Lvs 10-30         HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 
JUMPLUFF Lvs 10-30       HP 75  ATK 55  DEF 70  SPATK 55  SPDEF 85  SPEED 110
VOLTORB Lvs 10-30        HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
PIDGEY Lvs 30-35         HP 40  ATK 45  DEF 40  SPATK 35  SPDEF 35  SPEED 56 
VOLTORB Lvs 30-35        HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
SWINUB Lvs 25-30         HP 50  ATK 50  DEF 40  SPATK 30  SPDEF 30  SPEED 50 
VOLTORB Lvs 35-40        HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100
VOLTORB Lvs 40-45        HP 40  ATK 30  DEF 50  SPATK 55  SPDEF 55  SPEED 100

Set #105 - ROUTE 134 Surfing (rate=4)
ARIADOS Lvs 5-35         HP 70  ATK 90  DEF 70  SPATK 60  SPDEF 60  SPEED 40 
FLAAFFY Lvs 10-30        HP 70  ATK 55  DEF 55  SPATK 80  SPDEF 60  SPEED 45 
FLAAFFY Lvs 15-25        HP 70  ATK 55  DEF 55  SPATK 80  SPDEF 60  SPEED 45 
NIDOKING Lvs 25-30       HP 81  ATK 92  DEF 77  SPATK 85  SPDEF 75  SPEED 85 
NIDOKING Lvs 25-30       HP 81  ATK 92  DEF 77  SPATK 85  SPDEF 75  SPEED 85 

Set #106 - ROUTE 134 Fishing (rate=30)
SANDSLASH Lvs 5-10       HP 75  ATK 100 DEF 110 SPATK 45  SPDEF 55  SPEED 65 
IGGLYBUFF Lvs 5-10       HP 90  ATK 30  DEF 15  SPATK 40  SPDEF 20  SPEED 15 
SANDSLASH Lvs 10-30      HP 75  ATK 100 DEF 110 SPATK 45  SPDEF 55  SPEED 65 
IGGLYBUFF Lvs 10-30      HP 90  ATK 30  DEF 15  SPATK 40  SPDEF 20  SPEED 15 
BLASTOISE Lvs 10-30      HP 79  ATK 83  DEF 100 SPATK 85  SPDEF 105 SPEED 78 
CRADILY Lvs 30-35        HP 86  ATK 81  DEF 97  SPATK 81  SPDEF 107 SPEED 43 
BLASTOISE Lvs 30-35      HP 79  ATK 83  DEF 100 SPATK 85  SPDEF 105 SPEED 78 
NUMEL Lvs 25-30          HP 60  ATK 60  DEF 40  SPATK 65  SPDEF 45  SPEED 35 
BLASTOISE Lvs 35-40      HP 79  ATK 83  DEF 100 SPATK 85  SPDEF 105 SPEED 78 
BLASTOISE Lvs 40-45      HP 79  ATK 83  DEF 100 SPATK 85  SPDEF 105 SPEED 78 

Set #107 - ABANDONED SHIP Surfing (rate=4)
SWABLU Lvs 5-35          HP 45  ATK 40  DEF 60  SPATK 40  SPDEF 75  SPEED 50 
SWABLU Lvs 5-35          HP 45  ATK 40  DEF 60  SPATK 40  SPDEF 75  SPEED 50 
SWABLU Lvs 5-35          HP 45  ATK 40  DEF 60  SPATK 40  SPDEF 75  SPEED 50 
SWABLU Lvs 5-35          HP 45  ATK 40  DEF 60  SPATK 40  SPDEF 75  SPEED 50 
GOLBAT Lvs 30-35         HP 75  ATK 80  DEF 70  SPATK 65  SPDEF 75  SPEED 90 

Set #108 - ABANDONED SHIP Fishing (rate=20)
QWILFISH Lvs 5-10        HP 65  ATK 95  DEF 75  SPATK 55  SPDEF 55  SPEED 85 
PORYGON2 Lvs 5-10        HP 85  ATK 80  DEF 90  SPATK 105 SPDEF 95  SPEED 60 
QWILFISH Lvs 10-30       HP 65  ATK 95  DEF 75  SPATK 55  SPDEF 55  SPEED 85 
